,RATE A,RATE B,RATE C,Total
07/05/2018 10.45,83.17,,,83.17
07/05/2018 11.00,87.38,,,87.38
07/05/2018 11.15,81.2,,,81.2
07/05/2018 11.30,83.2,,,83.2
07/05/2018 11.45,84.62,,,84.62
07/05/2018 12.00,81.96,,,81.96
07/05/2018 12.15,86.98,,,86.98
07/05/2018 12.30,84.32,,,84.32
07/05/2018 12.45,81.01,,,81.01
07/05/2018 13.00,79.91,,,79.91
07/05/2018 13.15,78.66,,,78.66
07/05/2018 13.30,79.62,,,79.62
07/05/2018 13.45,80.46,,,80.46
07/05/2018 14.00,76.08,,,76.08
07/05/2018 14.15,77.72,,,77.72
07/05/2018 14.30,78.43,,,78.43
07/05/2018 14.45,82.93,,,82.93
07/05/2018 15.00,84.67,,,84.67
07/05/2018 15.15,81.58,,,81.58
07/05/2018 15.30,86.37,,,86.37
07/05/2018 15.45,88.08,,,88.08
07/05/2018 16.00,94.33,,,94.33
07/05/2018 16.15,98.3,,,98.3
07/05/2018 16.30,98.06,,,98.06
07/05/2018 16.45,100.41,,,100.41
07/05/2018 17.00,100.24,,,100.24
07/05/2018 17.15,104.62,,,104.62
07/05/2018 17.30,107.74,,,107.74
07/05/2018 17.45,108.67,,,108.67
07/05/2018 18.00,112.67,,,112.67
07/05/2018 18.15,112.62,,,112.62
07/05/2018 18.30,115.75,,,115.75
07/05/2018 18.45,119.3,,,119.3
07/05/2018 19.00,119.81,,,119.81
07/05/2018 19.15,121.17,,,121.17
07/05/2018 19.30,123.19,,,123.19
07/05/2018 19.45,126.8,,,126.8
07/05/2018 20.00,135.28,,,135.28
07/05/2018 20.15,138.73,,,138.73
07/05/2018 20.30,136.7,,,136.7
07/05/2018 20.45,141.02,,,141.02
07/05/2018 21.00,144.25,,,144.25
07/05/2018 21.15,148.04,,,148.04
07/05/2018 21.30,155.44,,,155.44
