,RATE A,RATE B,RATE C,Total
07/10/2018 00.15,,,117.61,117.61
07/10/2018 00.30,,,118.23,118.23
07/10/2018 00.45,,,120.33,120.33
07/10/2018 01.00,,,122.01,122.01
07/10/2018 01.15,,,123.51,123.51
07/10/2018 01.30,,,119.98,119.98
07/10/2018 01.45,,,123.31,123.31
07/10/2018 02.00,,,124.09,124.09
07/10/2018 02.15,,,120.01,120.01
07/10/2018 02.30,,,120.25,120.25
07/10/2018 02.45,,,118.23,118.23
07/10/2018 03.00,,,113.57,113.57
07/10/2018 03.15,,,111.4,111.4
07/10/2018 03.30,,,109.88,109.88
07/10/2018 03.45,,,111.07,111.07
07/10/2018 04.00,,,110.14,110.14
07/10/2018 04.15,,,106.33,106.33
07/10/2018 04.30,,,104.62,104.62
07/10/2018 04.45,,,104.54,104.54
07/10/2018 05.00,,,102.67,102.67
07/10/2018 05.15,,,102.45,102.45
07/10/2018 05.30,,,102.48,102.48
07/10/2018 05.45,,,102.19,102.19
07/10/2018 06.00,,,100.69,100.69
07/10/2018 06.15,,,95.33,95.33
07/10/2018 06.30,,,95.59,95.59
07/10/2018 06.45,,,93.53,93.53
07/10/2018 07.00,,,96.64,96.64
07/10/2018 07.15,,,94.88,94.88
07/10/2018 07.30,,,91.2,91.2
07/10/2018 07.45,,,93.69,93.69
07/10/2018 08.00,,,94.61,94.61
07/10/2018 08.15,,,90.01,90.01
07/10/2018 08.30,,,87.56,87.56
07/10/2018 08.45,,,84.03,84.03
07/10/2018 09.00,,,82.95,82.95
07/10/2018 09.15,,,76.59,76.59
07/10/2018 09.30,,,75.5,75.5
07/10/2018 09.45,,,75.2,75.2
07/10/2018 10.00,,,76.08,76.08
07/10/2018 10.15,,,72.77,72.77
07/10/2018 10.30,,,72.38,72.38
07/10/2018 10.45,,,75.45,75.45
07/10/2018 11.00,,,67.79,67.79
07/10/2018 11.15,,,63.33,63.33
07/10/2018 11.30,,,59.53,59.53
07/10/2018 11.45,,,56.98,56.98
07/10/2018 12.00,,,56.95,56.95
07/10/2018 12.15,,,59,59
07/10/2018 12.30,,,57.32,57.32
07/10/2018 12.45,,,52.9,52.9
07/10/2018 13.00,,,51.93,51.93
07/10/2018 13.15,,,55.08,55.08
07/10/2018 13.30,,,59.61,59.61
07/10/2018 13.45,,,64.17,64.17
07/10/2018 14.00,,,64.37,64.37
07/10/2018 14.15,,,59.37,59.37
07/10/2018 14.30,,,64.95,64.95
07/10/2018 14.45,,,67.17,67.17
07/10/2018 15.00,,,68.75,68.75
07/10/2018 15.15,,,68.35,68.35
07/10/2018 15.30,,,67.82,67.82
07/10/2018 15.45,,,68.3,68.3
07/10/2018 16.00,,,65.69,65.69
07/10/2018 16.15,,,63.38,63.38
07/10/2018 16.30,,,63.51,63.51
07/10/2018 16.45,,,64.59,64.59
07/10/2018 17.00,,,69.9,69.9
07/10/2018 17.15,,,76.79,76.79
07/10/2018 17.30,,,76.88,76.88
07/10/2018 17.45,,,76.67,76.67
07/10/2018 18.00,,,80.72,80.72
07/10/2018 18.15,,,87.95,87.95
07/10/2018 18.30,,,90.28,90.28
07/10/2018 18.45,,,93.01,93.01
07/10/2018 19.00,,,92.85,92.85
07/10/2018 19.15,,,95.51,95.51
07/10/2018 19.30,,,97.91,97.91
07/10/2018 19.45,,,100.53,100.53
07/10/2018 20.00,,,97.74,97.74
07/10/2018 20.15,,,100.98,100.98
07/10/2018 20.30,,,105.22,105.22
07/10/2018 20.45,,,108.96,108.96
07/10/2018 21.00,,,110.75,110.75
07/10/2018 21.15,,,114.01,114.01
07/10/2018 21.30,,,117.72,117.72
