,RATE A,RATE B,RATE C,Total
05/09/2018 10.30,1.52,,,1.52
05/09/2018 10.45,1.96,,,1.96
05/09/2018 11.00,2.4,,,2.4
05/09/2018 11.15,1.96,,,1.96
05/09/2018 11.30,1.93,,,1.93
05/09/2018 11.45,1.81,,,1.81
05/09/2018 12.00,1.88,,,1.88
05/09/2018 12.15,2.41,,,2.41
05/09/2018 12.30,1.81,,,1.81
05/09/2018 12.45,0.71,,,0.71
05/09/2018 13.00,0.79,,,0.79
05/09/2018 13.15,1.65,,,1.65
05/09/2018 13.30,2.12,,,2.12
05/09/2018 13.45,1.75,,,1.75
05/09/2018 14.00,2.02,,,2.02
05/09/2018 14.15,2,,,2
05/09/2018 14.30,1.85,,,1.85
05/09/2018 14.45,2.12,,,2.12
05/09/2018 15.00,2.47,,,2.47
05/09/2018 15.15,1.79,,,1.79
05/09/2018 15.30,1.92,,,1.92
05/09/2018 15.45,2.15,,,2.15
05/09/2018 16.00,2.27,,,2.27
05/09/2018 16.15,3.53,,,3.53
05/09/2018 16.30,4.17,,,4.17
05/09/2018 16.45,4.52,,,4.52
05/09/2018 17.00,4.39,,,4.39
05/09/2018 17.15,4.72,,,4.72
05/09/2018 17.30,4.78,,,4.78
05/09/2018 17.45,4.9,,,4.9
05/09/2018 18.00,4.93,,,4.93
05/09/2018 18.15,4.84,,,4.84
05/09/2018 18.30,4.74,,,4.74
05/09/2018 18.45,4.76,,,4.76
05/09/2018 19.00,4.59,,,4.59
05/09/2018 19.15,4.84,,,4.84
05/09/2018 19.30,4.84,,,4.84
05/09/2018 19.45,4.84,,,4.84
05/09/2018 20.00,4.7,,,4.7
05/09/2018 20.15,4.65,,,4.65
05/09/2018 20.30,4.62,,,4.62
05/09/2018 20.45,4.56,,,4.56
05/09/2018 21.00,4.5,,,4.5
05/09/2018 21.15,3.8,,,3.8
05/09/2018 21.30,3.25,,,3.25
05/09/2018 21.45,3.15,,,3.15
05/09/2018 22.00,3.07,,,3.07
05/09/2018 22.15,,3.01,,3.01
05/09/2018 22.30,,3.02,,3.02
05/09/2018 22.45,,2.56,,2.56
05/09/2018 23.00,,2.28,,2.28
05/09/2018 23.15,,1.77,,1.77
05/09/2018 23.30,,1.8,,1.8
05/09/2018 23.45,,1.87,,1.87
05/09/2018 24.00,,1.78,,1.78
06/09/2018 00.15,,1.71,,1.71
06/09/2018 00.30,,1.61,,1.61
06/09/2018 00.45,,1.66,,1.66
06/09/2018 01.00,,1.66,,1.66
06/09/2018 01.15,,1.67,,1.67
06/09/2018 01.30,,1.7,,1.7
06/09/2018 01.45,,1.73,,1.73
06/09/2018 02.00,,1.7,,1.7
06/09/2018 02.15,,1.68,,1.68
06/09/2018 02.30,,1.71,,1.71
06/09/2018 02.45,,1.69,,1.69
06/09/2018 03.00,,1.69,,1.69
06/09/2018 03.15,,1.65,,1.65
06/09/2018 03.30,,1.63,,1.63
06/09/2018 03.45,,1.66,,1.66
06/09/2018 04.00,,1.68,,1.68
