,RATE A,RATE B,RATE C,Total
07/07/2018 16.30,,,2.77,2.77
07/07/2018 16.45,,,2.7,2.7
07/07/2018 17.00,,,2.79,2.79
07/07/2018 17.15,,,2.56,2.56
07/07/2018 17.30,,,2.44,2.44
07/07/2018 17.45,,,2.52,2.52
07/07/2018 18.00,,,2.49,2.49
07/07/2018 18.15,,,2.5,2.5
07/07/2018 18.30,,,2.53,2.53
07/07/2018 18.45,,,2.62,2.62
07/07/2018 19.00,,,2.72,2.72
07/07/2018 19.15,,,2.77,2.77
07/07/2018 19.30,,,2.68,2.68
07/07/2018 19.45,,,2.69,2.69
07/07/2018 20.00,,,2.67,2.67
07/07/2018 20.15,,,2.42,2.42
07/07/2018 20.30,,,2.08,2.08
07/07/2018 20.45,,,2.01,2.01
07/07/2018 21.00,,,1.96,1.96
07/07/2018 21.15,,,1.87,1.87
07/07/2018 21.30,,,1.88,1.88
