,RATE A,RATE B,RATE C,Total
 06/12/2018 07.45,,165.96,,165.96
 06/12/2018 08.00,,151.85,,151.85
 06/12/2018 08.15,,136.59,,136.59
 06/12/2018 08.30,,133.23,,133.23
 06/12/2018 08.45,,122.22,,122.22
 06/12/2018 09.00,,107.35,,107.35
 06/12/2018 09.15,102.4,,,102.4
 06/12/2018 09.30,103.2,,,103.2
 06/12/2018 09.45,93.43,,,93.43
 06/12/2018 10.00,88.06,,,88.06
 06/12/2018 10.15,86.83,,,86.83
 06/12/2018 10.30,79.82,,,79.82
 06/12/2018 10.45,79.45,,,79.45
 06/12/2018 11.00,79.09,,,79.09
 06/12/2018 11.15,73.11,,,73.11
 06/12/2018 11.30,71.88,,,71.88
 06/12/2018 11.45,66.93,,,66.93
 06/12/2018 12.00,67.08,,,67.08
 06/12/2018 12.15,73.46,,,73.46
 06/12/2018 12.30,64.64,,,64.64
 06/12/2018 12.45,62.53,,,62.53
 06/12/2018 13.00,75.04,,,75.04
 06/12/2018 13.15,64.82,,,64.82
 06/12/2018 13.30,67.16,,,67.16
 06/12/2018 13.45,68.93,,,68.93
 06/12/2018 14.00,74.9,,,74.9
 06/12/2018 14.15,91.78,,,91.78
 06/12/2018 14.30,86.77,,,86.77
 06/12/2018 14.45,95.8,,,95.8
 06/12/2018 15.00,98.07,,,98.07
 06/12/2018 15.15,97.83,,,97.83
 06/12/2018 15.30,106.96,,,106.96
 06/12/2018 15.45,104.78,,,104.78
 06/12/2018 16.00,99.65,,,99.65
 06/12/2018 16.15,103.35,,,103.35
 06/12/2018 16.30,104.48,,,104.48
 06/12/2018 16.45,105.85,,,105.85
 06/12/2018 17.00,105.35,,,105.35
 06/12/2018 17.15,107.44,,,107.44
 06/12/2018 17.30,112.06,,,112.06
 06/12/2018 17.45,121.17,,,121.17
 06/12/2018 18.00,130.72,,,130.72
 06/12/2018 18.15,135.51,,,135.51
 06/12/2018 18.30,137.17,,,137.17
 06/12/2018 18.45,144.14,,,144.14
 06/12/2018 19.00,142.43,,,142.43
 06/12/2018 19.15,149.78,,,149.78
 06/12/2018 19.30,157.84,,,157.84
 06/12/2018 19.45,159.78,,,159.78
 06/12/2018 20.00,167.96,,,167.96
 06/12/2018 20.15,173.83,,,173.83
 06/12/2018 20.30,193.6,,,193.6
 06/12/2018 20.45,200.44,,,200.44
 06/12/2018 21.00,208.42,,,208.42
 06/12/2018 21.15,212.53,,,212.53
 06/12/2018 21.30,216.78,,,216.78
 06/12/2018 21.45,233.15,,,233.15
 06/12/2018 22.00,247.86,,,247.86
 06/12/2018 22.15,,254.31,,254.31
 06/12/2018 22.30,,271.56,,271.56
 06/12/2018 22.45,,285.45,,285.45
 06/12/2018 23.00,,288.37,,288.37
 06/12/2018 23.15,,287.03,,287.03
 06/12/2018 23.30,,290.77,,290.77
 06/12/2018 23.45,,293.5,,293.5
 06/12/2018 24.00,,296.14,,296.14
 07/12/2018 00.15,,300.82,,300.82
 07/12/2018 00.30,,306.5,,306.5
 07/12/2018 00.45,,306.79,,306.79
 07/12/2018 01.00,,308.84,,308.84
 07/12/2018 01.15,,306.58,,306.58
 07/12/2018 01.30,,303.32,,303.32
 07/12/2018 01.45,,300.48,,300.48
 07/12/2018 02.00,,299.92,,299.92
 07/12/2018 02.15,,297.56,,297.56
 07/12/2018 02.30,,297.43,,297.43
 07/12/2018 02.45,,299.14,,299.14
 07/12/2018 03.00,,295.45,,295.45
 07/12/2018 03.15,,286.64,,286.64
 07/12/2018 03.30,,284.8,,284.8
 07/12/2018 03.45,,281.85,,281.85
 07/12/2018 04.00,,282.26,,282.26
 07/12/2018 04.15,,275.63,,275.63
 07/12/2018 04.30,,275.08,,275.08
 07/12/2018 04.45,,273.61,,273.61
 07/12/2018 05.00,,268.42,,268.42
 07/12/2018 05.15,,265.79,,265.79
 07/12/2018 05.30,,259.61,,259.61
 07/12/2018 05.45,,259.47,,259.47
 07/12/2018 06.00,,256.34,,256.34
 07/12/2018 06.15,,247.89,,247.89
 07/12/2018 06.30,,243.71,,243.71
 07/12/2018 06.45,,231.68,,231.68
 07/12/2018 07.00,,227.82,,227.82
 07/12/2018 07.15,,217.39,,217.39
 07/12/2018 07.30,,205.83,,205.83
 07/12/2018 07.45,,188.39,,188.39
 07/12/2018 08.00,,171.49,,171.49
 07/12/2018 08.15,,158.14,,158.14
 07/12/2018 08.30,,140.06,,140.06
 07/12/2018 08.45,,123.22,,123.22
 07/12/2018 09.00,,111.56,,111.56
 07/12/2018 09.15,114.49,,,114.49
 07/12/2018 09.30,106.77,,,106.77
 07/12/2018 09.45,105.88,,,105.88
 07/12/2018 10.00,105.99,,,105.99
 07/12/2018 10.15,100.03,,,100.03
 07/12/2018 10.30,95.45,,,95.45
 07/12/2018 10.45,92.41,,,92.41
 07/12/2018 11.00,86.46,,,86.46
 07/12/2018 11.15,92.91,,,92.91
 07/12/2018 11.30,81.87,,,81.87
