,RATE A,RATE B,RATE C,Total
04/02/2018 09.15,,,408.47,408.47
04/02/2018 09.30,,,419.83,419.83
04/02/2018 09.45,,,418.13,418.13
04/02/2018 10.00,,,404.67,404.67
04/02/2018 10.15,,,405.41,405.41
04/02/2018 10.30,,,384.91,384.91
04/02/2018 10.45,,,377.64,377.64
04/02/2018 11.00,,,375.11,375.11
04/02/2018 11.15,,,354.59,354.59
04/02/2018 11.30,,,339.14,339.14
04/02/2018 11.45,,,336.98,336.98
04/02/2018 12.00,,,325.32,325.32
04/02/2018 12.15,,,330.06,330.06
04/02/2018 12.30,,,335.58,335.58
04/02/2018 12.45,,,330.69,330.69
04/02/2018 13.00,,,333.83,333.83
04/02/2018 13.15,,,339.9,339.9
04/02/2018 13.30,,,351.93,351.93
04/02/2018 13.45,,,366.28,366.28
04/02/2018 14.00,,,368.51,368.51
04/02/2018 14.15,,,369.69,369.69
04/02/2018 14.30,,,377.31,377.31
04/02/2018 14.45,,,370.72,370.72
04/02/2018 15.00,,,375.01,375.01
04/02/2018 15.15,,,380.64,380.64
04/02/2018 15.30,,,387.68,387.68
04/02/2018 15.45,,,394.96,394.96
04/02/2018 16.00,,,401.09,401.09
04/02/2018 16.15,,,417.96,417.96
04/02/2018 16.30,,,414.52,414.52
04/02/2018 16.45,,,420.92,420.92
04/02/2018 17.00,,,417.26,417.26
04/02/2018 17.15,,,416.76,416.76
04/02/2018 17.30,,,420.68,420.68
04/02/2018 17.45,,,420.94,420.94
04/02/2018 18.00,,,421.71,421.71
04/02/2018 18.15,,,432.23,432.23
04/02/2018 18.30,,,444.91,444.91
04/02/2018 18.45,,,447.33,447.33
04/02/2018 19.00,,,443.25,443.25
04/02/2018 19.15,,,447.46,447.46
04/02/2018 19.30,,,445.84,445.84
04/02/2018 19.45,,,441.08,441.08
04/02/2018 20.00,,,441.08,441.08
04/02/2018 20.15,,,433.36,433.36
04/02/2018 20.30,,,432.59,432.59
04/02/2018 20.45,,,425.62,425.62
04/02/2018 21.00,,,422.68,422.68
04/02/2018 21.15,,,424.59,424.59
04/02/2018 21.30,,,425.54,425.54
04/02/2018 21.45,,,427.04,427.04
04/02/2018 22.00,,,424.7,424.7
04/02/2018 22.15,,,427.73,427.73
04/02/2018 22.30,,,423.55,423.55
04/02/2018 22.45,,,416.63,416.63
04/02/2018 23.00,,,416.34,416.34
04/02/2018 23.15,,,419.52,419.52
04/02/2018 23.30,,,420.38,420.38
04/02/2018 23.45,,,422.46,422.46
04/02/2018 24.00,,,419.57,419.57
05/02/2018 00.15,,416.8,,416.8
05/02/2018 00.30,,417.86,,417.86
05/02/2018 00.45,,411.73,,411.73
05/02/2018 01.00,,408.31,,408.31
05/02/2018 01.15,,405.23,,405.23
05/02/2018 01.30,,391.64,,391.64
05/02/2018 01.45,,383.35,,383.35
05/02/2018 02.00,,397.44,,397.44
05/02/2018 02.15,,397.41,,397.41
05/02/2018 02.30,,395.65,,395.65
05/02/2018 02.45,,393.64,,393.64
05/02/2018 03.00,,386.1,,386.1
05/02/2018 03.15,,384.93,,384.93
05/02/2018 03.30,,383.22,,383.22
05/02/2018 03.45,,372.73,,372.73
05/02/2018 04.00,,376.94,,376.94
05/02/2018 04.15,,381.72,,381.72
05/02/2018 04.30,,377.62,,377.62
05/02/2018 04.45,,382.98,,382.98
05/02/2018 05.00,,382.23,,382.23
05/02/2018 05.15,,386.12,,386.12
05/02/2018 05.30,,393.62,,393.62
05/02/2018 05.45,,397.33,,397.33
05/02/2018 06.00,,405.22,,405.22
05/02/2018 06.15,,430.65,,430.65
05/02/2018 06.30,,429.91,,429.91
05/02/2018 06.45,,443.81,,443.81
05/02/2018 07.00,,464.99,,464.99
05/02/2018 07.15,,484.07,,484.07
05/02/2018 07.30,,535.71,,535.71
05/02/2018 07.45,,586.91,,586.91
05/02/2018 08.00,,635.28,,635.28
05/02/2018 08.15,,684.31,,684.31
05/02/2018 08.30,,744.19,,744.19
05/02/2018 08.45,,798.76,,798.76
05/02/2018 09.00,,836.58,,836.58
05/02/2018 09.15,845.41,,,845.41
05/02/2018 09.30,839.53,,,839.53
05/02/2018 09.45,859.06,,,859.06
05/02/2018 10.00,834.38,,,834.38
05/02/2018 10.15,837.72,,,837.72
05/02/2018 10.30,849.54,,,849.54
05/02/2018 10.45,845.67,,,845.67
05/02/2018 11.00,837.24,,,837.24
05/02/2018 11.15,827.74,,,827.74
05/02/2018 11.30,824.83,,,824.83
05/02/2018 11.45,819.79,,,819.79
05/02/2018 12.00,802.82,,,802.82
05/02/2018 12.15,791.08,,,791.08
05/02/2018 12.30,779.87,,,779.87
05/02/2018 12.45,789,,,789
05/02/2018 13.00,793.93,,,793.93
05/02/2018 13.15,814.69,,,814.69
05/02/2018 13.30,846.37,,,846.37
05/02/2018 13.45,875.91,,,875.91
05/02/2018 14.00,841.43,,,841.43
05/02/2018 14.15,847.87,,,847.87
05/02/2018 14.30,860.82,,,860.82
05/02/2018 14.45,865.75,,,865.75
05/02/2018 15.00,844.2,,,844.2
05/02/2018 15.15,828.87,,,828.87
05/02/2018 15.30,826.01,,,826.01
05/02/2018 15.45,814.24,,,814.24
05/02/2018 16.00,798.95,,,798.95
05/02/2018 16.15,770.35,,,770.35
05/02/2018 16.30,748.87,,,748.87
05/02/2018 16.45,696.94,,,696.94
05/02/2018 17.00,683.02,,,683.02
05/02/2018 17.15,682.57,,,682.57
05/02/2018 17.30,656.1,,,656.1
05/02/2018 17.45,647.8,,,647.8
05/02/2018 18.00,634.44,,,634.44
05/02/2018 18.15,636.78,,,636.78
05/02/2018 18.30,646.6,,,646.6
05/02/2018 18.45,624.06,,,624.06
05/02/2018 19.00,608.36,,,608.36
05/02/2018 19.15,595.37,,,595.37
05/02/2018 19.30,573.93,,,573.93
05/02/2018 19.45,553.72,,,553.72
05/02/2018 20.00,538.29,,,538.29
05/02/2018 20.15,509.92,,,509.92
05/02/2018 20.30,493.87,,,493.87
05/02/2018 20.45,484.23,,,484.23
05/02/2018 21.00,474.2,,,474.2
05/02/2018 21.15,462.15,,,462.15
05/02/2018 21.30,460.24,,,460.24
05/02/2018 21.45,455.42,,,455.42
05/02/2018 22.00,456.66,,,456.66
05/02/2018 22.15,,459.24,,459.24
05/02/2018 22.30,,451.18,,451.18
05/02/2018 22.45,,448.68,,448.68
05/02/2018 23.00,,447.44,,447.44
05/02/2018 23.15,,453.2,,453.2
05/02/2018 23.30,,450.71,,450.71
05/02/2018 23.45,,452.13,,452.13
05/02/2018 24.00,,438.71,,438.71
06/02/2018 00.15,,433.28,,433.28
06/02/2018 00.30,,434.6,,434.6
06/02/2018 00.45,,430.52,,430.52
06/02/2018 01.00,,427.47,,427.47
06/02/2018 01.15,,426.31,,426.31
06/02/2018 01.30,,418.39,,418.39
06/02/2018 01.45,,430.73,,430.73
06/02/2018 02.00,,415.89,,415.89
06/02/2018 02.15,,410.51,,410.51
06/02/2018 02.30,,412.38,,412.38
06/02/2018 02.45,,408.73,,408.73
06/02/2018 03.00,,402.6,,402.6
06/02/2018 03.15,,403.36,,403.36
06/02/2018 03.30,,401.35,,401.35
06/02/2018 03.45,,396.2,,396.2
06/02/2018 04.00,,396.99,,396.99
06/02/2018 04.15,,393.91,,393.91
06/02/2018 04.30,,392.89,,392.89
06/02/2018 04.45,,394.07,,394.07
06/02/2018 05.00,,391.96,,391.96
06/02/2018 05.15,,402.97,,402.97
06/02/2018 05.30,,405.17,,405.17
06/02/2018 05.45,,412.51,,412.51
06/02/2018 06.00,,424.54,,424.54
06/02/2018 06.15,,431.65,,431.65
06/02/2018 06.30,,442.47,,442.47
06/02/2018 06.45,,465.81,,465.81
06/02/2018 07.00,,471.87,,471.87
06/02/2018 07.15,,489.81,,489.81
06/02/2018 07.30,,530.24,,530.24
06/02/2018 07.45,,583.08,,583.08
06/02/2018 08.00,,631.85,,631.85
06/02/2018 08.15,,671.55,,671.55
06/02/2018 08.30,,726.87,,726.87
06/02/2018 08.45,,743.78,,743.78
06/02/2018 09.00,,763.71,,763.71
06/02/2018 09.15,756.23,,,756.23
06/02/2018 09.30,754.31,,,754.31
06/02/2018 09.45,742.07,,,742.07
06/02/2018 10.00,767.9,,,767.9
06/02/2018 10.15,762.77,,,762.77
06/02/2018 10.30,763.68,,,763.68
06/02/2018 10.45,774.4,,,774.4
06/02/2018 11.00,779.69,,,779.69
06/02/2018 11.15,775.79,,,775.79
06/02/2018 11.30,769.18,,,769.18
06/02/2018 11.45,754.24,,,754.24
06/02/2018 12.00,744.36,,,744.36
06/02/2018 12.15,709.58,,,709.58
06/02/2018 12.30,703.55,,,703.55
06/02/2018 12.45,704.04,,,704.04
06/02/2018 13.00,716.71,,,716.71
06/02/2018 13.15,733.76,,,733.76
06/02/2018 13.30,749.66,,,749.66
06/02/2018 13.45,783.5,,,783.5
06/02/2018 14.00,782.11,,,782.11
06/02/2018 14.15,775.55,,,775.55
06/02/2018 14.30,766.35,,,766.35
06/02/2018 14.45,765,,,765
06/02/2018 15.00,760.6,,,760.6
06/02/2018 15.15,775.11,,,775.11
06/02/2018 15.30,765.19,,,765.19
06/02/2018 15.45,775.42,,,775.42
06/02/2018 16.00,769,,,769
06/02/2018 16.15,714.84,,,714.84
06/02/2018 16.30,698.65,,,698.65
06/02/2018 16.45,672.33,,,672.33
06/02/2018 17.00,642.14,,,642.14
06/02/2018 17.15,631.17,,,631.17
06/02/2018 17.30,614.3,,,614.3
06/02/2018 17.45,622.93,,,622.93
06/02/2018 18.00,618.7,,,618.7
06/02/2018 18.15,603.24,,,603.24
06/02/2018 18.30,605.01,,,605.01
06/02/2018 18.45,591.62,,,591.62
06/02/2018 19.00,571.17,,,571.17
06/02/2018 19.15,562.19,,,562.19
06/02/2018 19.30,547.5,,,547.5
06/02/2018 19.45,529.56,,,529.56
06/02/2018 20.00,513.23,,,513.23
06/02/2018 20.15,491.47,,,491.47
06/02/2018 20.30,478.97,,,478.97
06/02/2018 20.45,469.16,,,469.16
06/02/2018 21.00,458.41,,,458.41
06/02/2018 21.15,456,,,456
06/02/2018 21.30,453.13,,,453.13
06/02/2018 21.45,445.81,,,445.81
06/02/2018 22.00,448.47,,,448.47
06/02/2018 22.15,,451.84,,451.84
06/02/2018 22.30,,445.29,,445.29
06/02/2018 22.45,,441.29,,441.29
06/02/2018 23.00,,435.39,,435.39
06/02/2018 23.15,,440.7,,440.7
06/02/2018 23.30,,438.86,,438.86
06/02/2018 23.45,,438.17,,438.17
06/02/2018 24.00,,425.65,,425.65
07/02/2018 00.15,,420.96,,420.96
07/02/2018 00.30,,417.17,,417.17
07/02/2018 00.45,,414.49,,414.49
07/02/2018 01.00,,406.04,,406.04
07/02/2018 01.15,,402.83,,402.83
07/02/2018 01.30,,404.02,,404.02
07/02/2018 01.45,,396.94,,396.94
07/02/2018 02.00,,391.54,,391.54
07/02/2018 02.15,,389.18,,389.18
07/02/2018 02.30,,389.41,,389.41
07/02/2018 02.45,,385.27,,385.27
07/02/2018 03.00,,389.59,,389.59
07/02/2018 03.15,,383.62,,383.62
07/02/2018 03.30,,384.94,,384.94
07/02/2018 03.45,,377.49,,377.49
07/02/2018 04.00,,377.4,,377.4
07/02/2018 04.15,,379.94,,379.94
07/02/2018 04.30,,377.62,,377.62
07/02/2018 04.45,,375.86,,375.86
07/02/2018 05.00,,376.93,,376.93
07/02/2018 05.15,,385.86,,385.86
07/02/2018 05.30,,389.65,,389.65
07/02/2018 05.45,,394.02,,394.02
07/02/2018 06.00,,401.36,,401.36
07/02/2018 06.15,,416.63,,416.63
07/02/2018 06.30,,428.55,,428.55
07/02/2018 06.45,,449.31,,449.31
07/02/2018 07.00,,459.45,,459.45
07/02/2018 07.15,,482.9,,482.9
07/02/2018 07.30,,520.56,,520.56
07/02/2018 07.45,,564.53,,564.53
07/02/2018 08.00,,604.61,,604.61
07/02/2018 08.15,,642.85,,642.85
07/02/2018 08.30,,688.42,,688.42
07/02/2018 08.45,,719.66,,719.66
07/02/2018 09.00,,741.03,,741.03
07/02/2018 09.15,746.69,,,746.69
07/02/2018 09.30,735.18,,,735.18
07/02/2018 09.45,733.34,,,733.34
07/02/2018 10.00,732.92,,,732.92
07/02/2018 10.15,723.63,,,723.63
07/02/2018 10.30,733.5,,,733.5
07/02/2018 10.45,749.1,,,749.1
07/02/2018 11.00,740.69,,,740.69
07/02/2018 11.15,763.32,,,763.32
07/02/2018 11.30,742.79,,,742.79
07/02/2018 11.45,747,,,747
07/02/2018 12.00,740.52,,,740.52
07/02/2018 12.15,727.16,,,727.16
07/02/2018 12.30,717.02,,,717.02
07/02/2018 12.45,714.05,,,714.05
07/02/2018 13.00,733.24,,,733.24
07/02/2018 13.15,759.64,,,759.64
07/02/2018 13.30,758.68,,,758.68
07/02/2018 13.45,771.13,,,771.13
07/02/2018 14.00,778.89,,,778.89
07/02/2018 14.15,789.39,,,789.39
07/02/2018 14.30,796.19,,,796.19
07/02/2018 14.45,797,,,797
07/02/2018 15.00,791.34,,,791.34
07/02/2018 15.15,793.09,,,793.09
07/02/2018 15.30,797.24,,,797.24
07/02/2018 15.45,805.88,,,805.88
07/02/2018 16.00,800.19,,,800.19
07/02/2018 16.15,768.08,,,768.08
07/02/2018 16.30,750.79,,,750.79
07/02/2018 16.45,708.75,,,708.75
07/02/2018 17.00,686.31,,,686.31
07/02/2018 17.15,666.28,,,666.28
07/02/2018 17.30,652.54,,,652.54
07/02/2018 17.45,628.25,,,628.25
07/02/2018 18.00,622.17,,,622.17
07/02/2018 18.15,616.22,,,616.22
07/02/2018 18.30,610.64,,,610.64
07/02/2018 18.45,605.2,,,605.2
07/02/2018 19.00,587.11,,,587.11
07/02/2018 19.15,572.35,,,572.35
07/02/2018 19.30,550.64,,,550.64
07/02/2018 19.45,538.05,,,538.05
07/02/2018 20.00,523.9,,,523.9
07/02/2018 20.15,503.76,,,503.76
07/02/2018 20.30,486.65,,,486.65
07/02/2018 20.45,470.79,,,470.79
07/02/2018 21.00,457.47,,,457.47
07/02/2018 21.15,452.87,,,452.87
07/02/2018 21.30,446.34,,,446.34
07/02/2018 21.45,444.36,,,444.36
07/02/2018 22.00,440.38,,,440.38
