,RATE A,RATE B,RATE C,Total
06/01/2018 02.00,,,451.57,451.57
06/01/2018 02.15,,,448.29,448.29
06/01/2018 02.30,,,445.07,445.07
06/01/2018 02.45,,,443.04,443.04
06/01/2018 03.00,,,442.7,442.7
06/01/2018 03.15,,,440.25,440.25
06/01/2018 03.30,,,431.39,431.39
06/01/2018 03.45,,,438.42,438.42
06/01/2018 04.00,,,429.49,429.49
06/01/2018 04.15,,,432.89,432.89
06/01/2018 04.30,,,428.34,428.34
06/01/2018 04.45,,,430.73,430.73
06/01/2018 05.00,,,425.38,425.38
06/01/2018 05.15,,,429.28,429.28
06/01/2018 05.30,,,435.88,435.88
06/01/2018 05.45,,,436.31,436.31
06/01/2018 06.00,,,447.44,447.44
06/01/2018 06.15,,,455.45,455.45
06/01/2018 06.30,,,456.28,456.28
06/01/2018 06.45,,,465.94,465.94
06/01/2018 07.00,,,474.52,474.52
06/01/2018 07.15,,,476.03,476.03
06/01/2018 07.30,,,477.28,477.28
06/01/2018 07.45,,,482.37,482.37
06/01/2018 08.00,,,496.16,496.16
06/01/2018 08.15,,,543.92,543.92
06/01/2018 08.30,,,557.38,557.38
06/01/2018 08.45,,,563,563
06/01/2018 09.00,,,577.77,577.77
06/01/2018 09.15,,,573.11,573.11
06/01/2018 09.30,,,581.27,581.27
06/01/2018 09.45,,,560.35,560.35
06/01/2018 10.00,,,563.48,563.48
06/01/2018 10.15,,,557.06,557.06
06/01/2018 10.30,,,539.21,539.21
06/01/2018 10.45,,,561.96,561.96
06/01/2018 11.00,,,564.25,564.25
06/01/2018 11.15,,,590.64,590.64
06/01/2018 11.30,,,600.07,600.07
06/01/2018 11.45,,,574.27,574.27
06/01/2018 12.00,,,556.67,556.67
06/01/2018 12.15,,,544.66,544.66
06/01/2018 12.30,,,545.55,545.55
06/01/2018 12.45,,,547.76,547.76
06/01/2018 13.00,,,519.39,519.39
06/01/2018 13.15,,,536.34,536.34
06/01/2018 13.30,,,578.62,578.62
06/01/2018 13.45,,,580.79,580.79
06/01/2018 14.00,,,579.59,579.59
06/01/2018 14.15,,,602.4,602.4
06/01/2018 14.30,,,605.32,605.32
06/01/2018 14.45,,,607.95,607.95
06/01/2018 15.00,,,584.83,584.83
06/01/2018 15.15,,,559.11,559.11
06/01/2018 15.30,,,568.72,568.72
06/01/2018 15.45,,,582.96,582.96
06/01/2018 16.00,,,588.27,588.27
06/01/2018 16.15,,,576.71,576.71
06/01/2018 16.30,,,571.19,571.19
06/01/2018 16.45,,,569.61,569.61
06/01/2018 17.00,,,535.66,535.66
06/01/2018 17.15,,,531.21,531.21
06/01/2018 17.30,,,525.24,525.24
06/01/2018 17.45,,,520.21,520.21
06/01/2018 18.00,,,521.53,521.53
06/01/2018 18.15,,,517.64,517.64
06/01/2018 18.30,,,516.45,516.45
06/01/2018 18.45,,,513,513
